job_id,industry,job_title,skills_required,experience_level,posted_date,company_size,salary_range_usd,salary_min,salary_max,salary_avg,year
541,E-Commerce,Ml Engineer,"R, Scikit-Learn, Power Bi",Senior,2025-04-05,Startup,84367-161104,84367,161104,122735.5,2025
542,E-Commerce,Ml Engineer,"Pandas, Langchain, Python, Keras",Senior,2025-01-13,Startup,106747-192008,106747,192008,149377.5,2025
543,Education,Nlp Engineer,"Hugging Face, R, Azure, Power Bi, Excel",Senior,2024-01-16,Mid,134658-192987,134658,192987,163822.5,2024
544,Automotive,Quant Researcher,"Pandas, Fastapi, Hugging Face, Pytorch, Power Bi",Senior,2024-08-25,Startup,67982-80867,67982,80867,74424.5,2024
545,Tech,Data Analyst,"Gcp, Pandas, Fastapi, C++, Excel",Mid,2025-06-25,Mid,66502-125569,66502,125569,96035.5,2025
546,E-Commerce,Ml Engineer,"Excel, Pandas, Cuda",Mid,2024-10-28,Startup,129492-154474,129492,154474,141983.0,2024
547,E-Commerce,Data Scientist,"Reinforcement Learning, Hugging Face, Pandas, Excel",Mid,2025-05-02,Startup,46778-126259,46778,126259,86518.5,2025
548,Education,Data Scientist,"Reinforcement Learning, Langchain, C++",Entry,2025-09-07,Startup,139140-205348,139140,205348,172244.0,2025
549,Education,Ai Product Manager,"Fastapi, Excel, Aws, Langchain, Python",Entry,2024-10-25,Startup,81090-99269,81090,99269,90179.5,2024
550,Tech,Nlp Engineer,"Power Bi, C++, R",Senior,2024-01-17,Startup,134343-205844,134343,205844,170093.5,2024
551,Education,Computer Vision Engineer,"C++, Hugging Face, Flask, Python, Numpy, Scikit-Learn",Senior,2024-02-12,Large,72912-155169,72912,155169,114040.5,2024
552,Education,Data Scientist,"Fastapi, Azure, Tensorflow",Mid,2024-06-08,Mid,123639-216071,123639,216071,169855.0,2024
553,Healthcare,Nlp Engineer,"Mlflow, Reinforcement Learning, Python",Mid,2025-08-18,Mid,71107-88278,71107,88278,79692.5,2025
554,Tech,Ml Engineer,"Cuda, R, Reinforcement Learning",Entry,2025-02-09,Startup,139426-167189,139426,167189,153307.5,2025
555,Finance,Data Analyst,"Python, Aws, Fastapi",Entry,2024-08-18,Mid,41327-101270,41327,101270,71298.5,2024
556,Tech,Ai Researcher,"Mlflow, Aws, Sql, Python",Mid,2024-01-03,Mid,132842-146986,132842,146986,139914.0,2024
557,Education,Data Scientist,"Mlflow, Azure, Python",Senior,2023-12-19,Mid,61018-136143,61018,136143,98580.5,2023
558,E-Commerce,Quant Researcher,"Excel, Flask, Power Bi, Pytorch, Sql, Cuda",Senior,2024-08-21,Mid,129013-194851,129013,194851,161932.0,2024
559,Tech,Ml Engineer,"Scikit-Learn, Aws, Cuda, Azure, Hugging Face",Senior,2024-10-16,Startup,53336-98757,53336,98757,76046.5,2024
560,E-Commerce,Nlp Engineer,"Langchain, Python, Aws, R, Keras",Entry,2025-05-31,Startup,60072-132524,60072,132524,96298.0,2025
561,Tech,Ai Product Manager,"Excel, Azure, Pandas, Pytorch, Sql",Mid,2025-05-21,Startup,95822-165764,95822,165764,130793.0,2025
562,Automotive,Data Scientist,"Numpy, Excel, Langchain",Entry,2024-10-21,Mid,123940-205534,123940,205534,164737.0,2024
563,Tech,Quant Researcher,"Tensorflow, Flask, Numpy, Gcp",Mid,2024-02-16,Mid,93765-164272,93765,164272,129018.5,2024
564,Healthcare,Ai Researcher,"Hugging Face, Flask, Pandas, Scikit-Learn",Senior,2024-07-31,Mid,107143-125166,107143,125166,116154.5,2024
565,Healthcare,Ai Researcher,"Python, Pandas, R, Scikit-Learn",Entry,2025-09-02,Large,78028-167608,78028,167608,122818.0,2025
566,Tech,Computer Vision Engineer,"Excel, Tensorflow, Azure, Reinforcement Learning",Entry,2024-04-11,Large,65169-83971,65169,83971,74570.0,2024
567,E-Commerce,Data Analyst,"Hugging Face, Keras, Fastapi, Power Bi",Senior,2025-01-29,Startup,70715-133242,70715,133242,101978.5,2025
568,Education,Data Analyst,"Reinforcement Learning, Pandas, Aws",Senior,2024-04-17,Mid,119460-194399,119460,194399,156929.5,2024
569,Education,Nlp Engineer,"Keras, Python, Pytorch, Gcp, C++",Mid,2024-08-03,Large,91699-163503,91699,163503,127601.0,2024
570,Tech,Ml Engineer,"Pytorch, Flask, Cuda, Numpy, Aws, Sql",Senior,2025-06-01,Startup,67161-112365,67161,112365,89763.0,2025
571,Healthcare,Nlp Engineer,"Langchain, Tensorflow, Azure",Mid,2023-10-12,Large,106546-185690,106546,185690,146118.0,2023
572,Tech,Quant Researcher,"Tensorflow, Fastapi, Pytorch, Hugging Face, Pandas",Mid,2024-11-29,Mid,137451-171220,137451,171220,154335.5,2024
573,Education,Ai Product Manager,"Keras, Numpy, R, Langchain, Reinforcement Learning",Senior,2025-03-09,Startup,109614-173616,109614,173616,141615.0,2025
574,Education,Data Analyst,"Sql, Langchain, Mlflow, Aws, Reinforcement Learning",Mid,2023-12-12,Startup,123263-202960,123263,202960,163111.5,2023
575,Retail,Data Analyst,"Flask, Langchain, Fastapi",Senior,2025-02-24,Startup,40293-110748,40293,110748,75520.5,2025
576,Education,Quant Researcher,"Langchain, Sql, Reinforcement Learning",Senior,2024-10-16,Startup,127698-166887,127698,166887,147292.5,2024
577,E-Commerce,Nlp Engineer,"Power Bi, Aws, Tensorflow, Keras, Cuda, Pandas",Mid,2025-05-23,Mid,136999-162930,136999,162930,149964.5,2025
578,Finance,Ai Researcher,"Power Bi, Pandas, Cuda",Mid,2023-12-03,Large,140731-235582,140731,235582,188156.5,2023
579,Finance,Ml Engineer,"Pandas, Gcp, Hugging Face",Entry,2023-10-20,Large,108142-206901,108142,206901,157521.5,2023
580,Automotive,Quant Researcher,"Aws, Power Bi, Mlflow, Python, Gcp",Entry,2024-01-11,Large,92863-113996,92863,113996,103429.5,2024
581,Education,Data Analyst,"Pandas, R, Aws, Pytorch",Senior,2024-11-17,Large,49202-142011,49202,142011,95606.5,2024
582,Education,Ml Engineer,"Hugging Face, Python, Pandas",Entry,2023-12-27,Startup,117905-154963,117905,154963,136434.0,2023
583,Automotive,Ai Researcher,"Power Bi, Python, Gcp, C++",Mid,2024-03-26,Large,69967-88953,69967,88953,79460.0,2024
584,Tech,Data Analyst,"Cuda, Aws, Scikit-Learn",Mid,2024-05-26,Mid,117659-216166,117659,216166,166912.5,2024
585,Retail,Quant Researcher,"Python, Langchain, Pandas, Tensorflow",Mid,2023-12-12,Startup,59894-135142,59894,135142,97518.0,2023
586,Automotive,Ai Researcher,"Hugging Face, Azure, Numpy",Senior,2025-07-19,Mid,137561-211332,137561,211332,174446.5,2025
587,E-Commerce,Ml Engineer,"R, Scikit-Learn, Sql, Langchain",Entry,2024-02-13,Startup,116335-171155,116335,171155,143745.0,2024
588,Retail,Nlp Engineer,"Fastapi, Sql, Scikit-Learn, Numpy, Excel, Pytorch",Senior,2024-05-16,Mid,96083-149737,96083,149737,122910.0,2024
589,E-Commerce,Nlp Engineer,"Power Bi, Scikit-Learn, R, Python, Keras",Senior,2025-02-28,Large,143953-177085,143953,177085,160519.0,2025
590,Education,Data Scientist,"C++, Reinforcement Learning, Azure, Cuda, Mlflow",Entry,2024-05-13,Startup,75110-92187,75110,92187,83648.5,2024
591,Healthcare,Data Scientist,"Keras, Aws, Numpy, Mlflow, Tensorflow, Flask",Mid,2025-02-06,Large,121197-140025,121197,140025,130611.0,2025
592,Tech,Nlp Engineer,"Flask, Power Bi, Langchain, Excel, Mlflow, R",Senior,2024-03-03,Mid,54151-79891,54151,79891,67021.0,2024
593,Automotive,Quant Researcher,"Hugging Face, Mlflow, Cuda, Python, Keras, Sql",Senior,2024-12-29,Large,149692-200124,149692,200124,174908.0,2024
594,Finance,Computer Vision Engineer,"Pandas, Mlflow, Tensorflow, Power Bi",Mid,2025-04-27,Startup,59190-136850,59190,136850,98020.0,2025
595,Finance,Ml Engineer,"R, Cuda, Tensorflow",Senior,2024-12-26,Large,109704-209632,109704,209632,159668.0,2024
596,Education,Nlp Engineer,"Azure, Excel, Power Bi, Sql",Entry,2024-09-30,Startup,56774-69344,56774,69344,63059.0,2024
597,Finance,Ml Engineer,"Langchain, Reinforcement Learning, Cuda, R, Sql, Excel",Senior,2024-10-13,Mid,48914-60214,48914,60214,54564.0,2024
598,Tech,Data Analyst,"Flask, Reinforcement Learning, Pandas, Cuda, Azure",Mid,2024-10-21,Large,47206-107566,47206,107566,77386.0,2024
599,Tech,Ai Researcher,"Tensorflow, Power Bi, Pytorch",Mid,2025-07-27,Mid,49463-142153,49463,142153,95808.0,2025
600,Tech,Computer Vision Engineer,"C++, Hugging Face, Pytorch, Sql",Mid,2024-03-26,Large,77762-138650,77762,138650,108206.0,2024
601,E-Commerce,Ai Researcher,"Langchain, Aws, Hugging Face, Flask, R",Entry,2025-06-17,Mid,67646-146965,67646,146965,107305.5,2025
602,Retail,Ai Researcher,"Python, Tensorflow, Gcp, R",Senior,2025-08-05,Mid,66539-114691,66539,114691,90615.0,2025
603,Education,Nlp Engineer,"C++, Gcp, Keras, Aws, Tensorflow, Langchain",Mid,2024-12-08,Startup,79160-172160,79160,172160,125660.0,2024
604,Automotive,Ai Researcher,"Python, Pytorch, Hugging Face, Cuda, Azure, Mlflow",Mid,2025-03-07,Startup,147705-216954,147705,216954,182329.5,2025
605,E-Commerce,Ai Product Manager,"Gcp, Power Bi, Azure, Python",Senior,2024-11-06,Mid,59811-106563,59811,106563,83187.0,2024
606,Retail,Ml Engineer,"C++, Fastapi, Scikit-Learn",Senior,2025-03-17,Mid,61213-148219,61213,148219,104716.0,2025
607,Education,Nlp Engineer,"Fastapi, Aws, Power Bi, Flask, Sql, Mlflow",Senior,2025-05-01,Startup,127524-148571,127524,148571,138047.5,2025
608,Healthcare,Quant Researcher,"Python, Aws, R, Pandas, Power Bi, Tensorflow",Senior,2025-06-22,Startup,53455-142848,53455,142848,98151.5,2025
609,Finance,Ml Engineer,"Pandas, R, Langchain",Mid,2025-04-30,Mid,84521-130961,84521,130961,107741.0,2025
610,Retail,Data Scientist,"Flask, C++, Numpy, Python, Gcp",Entry,2024-04-15,Large,68321-135101,68321,135101,101711.0,2024
611,Tech,Ml Engineer,"Hugging Face, Flask, Mlflow",Mid,2025-06-20,Startup,73192-103993,73192,103993,88592.5,2025
612,Education,Data Analyst,"Excel, Reinforcement Learning, Pandas, Gcp, Fastapi",Entry,2025-01-26,Startup,43069-99172,43069,99172,71120.5,2025
613,Finance,Data Analyst,"Sql, Gcp, Scikit-Learn",Senior,2024-05-10,Startup,103638-163765,103638,163765,133701.5,2024
614,Tech,Computer Vision Engineer,"C++, Python, Gcp",Entry,2025-05-26,Large,148791-234027,148791,234027,191409.0,2025
615,Finance,Computer Vision Engineer,"Numpy, Pandas, Reinforcement Learning",Entry,2024-10-19,Startup,81873-126955,81873,126955,104414.0,2024
616,Retail,Ai Product Manager,"Reinforcement Learning, Python, Mlflow, Flask",Mid,2025-08-20,Startup,107701-182399,107701,182399,145050.0,2025
617,Retail,Computer Vision Engineer,"Scikit-Learn, Langchain, Mlflow, Fastapi",Entry,2024-10-24,Large,44261-132348,44261,132348,88304.5,2024
618,Tech,Data Analyst,"Azure, Mlflow, Pandas, Pytorch",Mid,2024-08-17,Large,144418-178671,144418,178671,161544.5,2024
619,E-Commerce,Ai Product Manager,"Aws, Keras, Flask, R, Pytorch, Python",Senior,2024-02-24,Mid,59575-125556,59575,125556,92565.5,2024
620,E-Commerce,Data Scientist,"Gcp, Keras, Langchain",Mid,2025-01-21,Large,133037-191935,133037,191935,162486.0,2025
621,Automotive,Ml Engineer,"R, Pandas, Tensorflow, Hugging Face, Python",Entry,2024-09-09,Large,125183-172905,125183,172905,149044.0,2024
622,Finance,Quant Researcher,"Sql, Excel, Azure, Pytorch, Scikit-Learn",Mid,2024-04-11,Startup,98205-195671,98205,195671,146938.0,2024
623,Education,Ml Engineer,"Sql, Numpy, Python, Power Bi, Scikit-Learn",Senior,2024-08-26,Large,83577-159592,83577,159592,121584.5,2024
624,Tech,Nlp Engineer,"Pandas, Cuda, R, Python, Fastapi, Sql",Entry,2025-04-06,Mid,126480-181097,126480,181097,153788.5,2025
625,Tech,Data Scientist,"Langchain, Pandas, Flask, Aws",Senior,2024-05-12,Mid,95492-152604,95492,152604,124048.0,2024
626,E-Commerce,Data Analyst,"Power Bi, Numpy, Langchain, Cuda, Reinforcement Learning, Excel",Senior,2023-09-30,Large,102113-144608,102113,144608,123360.5,2023
627,E-Commerce,Data Analyst,"Keras, Scikit-Learn, Mlflow, Python, Sql, Excel",Senior,2024-04-12,Large,143450-184908,143450,184908,164179.0,2024
628,Education,Ml Engineer,"Gcp, Sql, Tensorflow, Keras, Reinforcement Learning",Entry,2025-07-09,Mid,72389-120591,72389,120591,96490.0,2025
629,Automotive,Ai Product Manager,"Power Bi, R, C++, Tensorflow, Python",Mid,2024-09-24,Mid,45843-74772,45843,74772,60307.5,2024
630,Automotive,Data Analyst,"Pytorch, Fastapi, Mlflow, C++, Pandas, Numpy",Entry,2024-07-18,Startup,132168-172436,132168,172436,152302.0,2024
631,Healthcare,Quant Researcher,"Aws, Pandas, Fastapi, R",Mid,2024-07-18,Large,140975-223314,140975,223314,182144.5,2024
632,Finance,Quant Researcher,"Pandas, Hugging Face, Langchain, Reinforcement Learning",Senior,2024-02-21,Startup,72912-124424,72912,124424,98668.0,2024
633,Education,Data Scientist,"Excel, Power Bi, Azure, Numpy, Hugging Face, Langchain",Mid,2025-05-24,Mid,92203-179621,92203,179621,135912.0,2025
634,Healthcare,Ml Engineer,"Power Bi, Tensorflow, Python, Azure, C++, Sql",Mid,2025-04-27,Mid,132423-178710,132423,178710,155566.5,2025
635,Healthcare,Quant Researcher,"Mlflow, Pytorch, Azure, R, Python, Gcp",Mid,2024-08-24,Large,43526-142128,43526,142128,92827.0,2024
636,Retail,Data Analyst,"Pandas, Aws, Mlflow, Tensorflow",Mid,2024-12-08,Startup,100197-176071,100197,176071,138134.0,2024
637,Automotive,Data Analyst,"Keras, Fastapi, Python, Excel, Aws",Senior,2025-06-13,Startup,104596-158369,104596,158369,131482.5,2025
638,Education,Ai Product Manager,"Power Bi, Mlflow, Fastapi, R, Tensorflow, Numpy",Mid,2024-02-29,Startup,128933-143658,128933,143658,136295.5,2024
639,Automotive,Nlp Engineer,"Gcp, Fastapi, Excel",Senior,2024-05-07,Mid,111144-184492,111144,184492,147818.0,2024
640,Healthcare,Nlp Engineer,"Aws, C++, Mlflow",Entry,2025-02-11,Large,147850-183922,147850,183922,165886.0,2025
641,Automotive,Ai Researcher,"Keras, Tensorflow, R, Azure",Mid,2024-12-31,Mid,140539-204807,140539,204807,172673.0,2024
642,Finance,Ml Engineer,"Aws, Azure, Flask, Reinforcement Learning, Tensorflow, Excel",Senior,2024-02-12,Startup,60724-86033,60724,86033,73378.5,2024
643,E-Commerce,Nlp Engineer,"Excel, Flask, Hugging Face, Tensorflow",Entry,2025-03-21,Mid,71064-107425,71064,107425,89244.5,2025
644,Education,Ai Researcher,"Cuda, Tensorflow, Fastapi, Power Bi, Langchain, Mlflow",Entry,2024-06-03,Startup,41074-139585,41074,139585,90329.5,2024
645,Tech,Ml Engineer,"R, Aws, Python, Mlflow",Entry,2024-04-05,Mid,88875-140496,88875,140496,114685.5,2024
646,Tech,Ai Researcher,"Python, Fastapi, Mlflow, Langchain",Mid,2023-10-19,Large,42720-114323,42720,114323,78521.5,2023
647,Education,Ml Engineer,"Langchain, Python, Aws",Entry,2024-10-10,Large,48928-97457,48928,97457,73192.5,2024
648,E-Commerce,Quant Researcher,"Langchain, R, Azure, Cuda",Entry,2023-10-19,Startup,62352-118360,62352,118360,90356.0,2023
649,Retail,Data Scientist,"Hugging Face, Scikit-Learn, Excel, Sql",Entry,2023-11-28,Mid,71987-127174,71987,127174,99580.5,2023
650,Tech,Quant Researcher,"Reinforcement Learning, Langchain, Cuda",Senior,2024-04-29,Startup,96588-159646,96588,159646,128117.0,2024
651,E-Commerce,Nlp Engineer,"Keras, C++, Azure, Fastapi, Cuda, Scikit-Learn",Entry,2023-12-16,Mid,112609-189278,112609,189278,150943.5,2023
652,Automotive,Ai Product Manager,"Cuda, C++, Excel",Senior,2025-07-15,Mid,63732-99367,63732,99367,81549.5,2025
653,Healthcare,Ai Product Manager,"R, Hugging Face, Excel, Keras",Entry,2024-12-07,Mid,139447-224946,139447,224946,182196.5,2024
654,Education,Ml Engineer,"Langchain, Tensorflow, C++, Power Bi, Mlflow, Aws",Mid,2024-02-25,Large,130455-143201,130455,143201,136828.0,2024
655,Healthcare,Computer Vision Engineer,"Python, Keras, Cuda, Pytorch, Mlflow, Numpy",Mid,2024-07-17,Mid,69015-94367,69015,94367,81691.0,2024
656,Tech,Quant Researcher,"C++, Power Bi, Pandas",Mid,2025-06-11,Large,70351-86518,70351,86518,78434.5,2025
657,Education,Nlp Engineer,"Scikit-Learn, Pytorch, R, Fastapi, Excel, Numpy",Mid,2025-06-01,Mid,49069-65157,49069,65157,57113.0,2025
658,Education,Nlp Engineer,"Hugging Face, Fastapi, C++, Cuda",Mid,2024-11-16,Startup,74463-103688,74463,103688,89075.5,2024
659,Healthcare,Quant Researcher,"Reinforcement Learning, Tensorflow, Sql, Flask, C++, Keras",Entry,2025-06-28,Large,137479-173706,137479,173706,155592.5,2025
660,Finance,Ai Product Manager,"Pandas, Numpy, Tensorflow, R",Entry,2025-06-13,Large,51735-71615,51735,71615,61675.0,2025
661,Education,Ml Engineer,"Azure, Pytorch, R, Scikit-Learn, Aws, Excel",Mid,2025-01-24,Startup,105183-136608,105183,136608,120895.5,2025
662,Finance,Ml Engineer,"Excel, Sql, Gcp, Hugging Face, R",Entry,2024-12-21,Startup,80869-128578,80869,128578,104723.5,2024
663,Healthcare,Computer Vision Engineer,"Excel, Cuda, Gcp, Reinforcement Learning, Tensorflow",Senior,2025-01-15,Large,94999-167994,94999,167994,131496.5,2025
664,Automotive,Ai Researcher,"Keras, Hugging Face, R",Senior,2025-03-28,Startup,98295-166881,98295,166881,132588.0,2025
665,Automotive,Ai Researcher,"Azure, Scikit-Learn, Python, Aws, Langchain, C++",Entry,2023-11-09,Startup,84355-154595,84355,154595,119475.0,2023
666,Healthcare,Nlp Engineer,"Pytorch, Excel, Scikit-Learn, Tensorflow",Entry,2025-05-03,Mid,108703-131026,108703,131026,119864.5,2025
667,Retail,Data Scientist,"Scikit-Learn, Gcp, Aws, Fastapi, Excel, Pandas",Entry,2025-01-31,Large,45561-84324,45561,84324,64942.5,2025
668,Finance,Nlp Engineer,"Cuda, R, Gcp",Senior,2024-11-13,Large,50662-146281,50662,146281,98471.5,2024
669,Education,Data Analyst,"Fastapi, C++, Azure, Reinforcement Learning, Cuda",Senior,2025-02-10,Large,75939-118168,75939,118168,97053.5,2025
670,Automotive,Ml Engineer,"Langchain, Azure, Cuda, Gcp",Entry,2024-08-10,Mid,75976-154691,75976,154691,115333.5,2024
671,Automotive,Data Scientist,"Azure, Pytorch, Excel, R, Numpy",Entry,2023-10-15,Startup,58623-100250,58623,100250,79436.5,2023
672,E-Commerce,Computer Vision Engineer,"R, Mlflow, Aws, Flask, C++",Senior,2025-07-27,Large,95737-120978,95737,120978,108357.5,2025
673,E-Commerce,Quant Researcher,"Aws, Reinforcement Learning, Tensorflow, Fastapi, Sql, Power Bi",Senior,2025-01-12,Startup,86038-117214,86038,117214,101626.0,2025
674,Tech,Nlp Engineer,"Cuda, Numpy, Power Bi, Azure, C++",Entry,2024-12-30,Startup,52929-148174,52929,148174,100551.5,2024
675,Retail,Computer Vision Engineer,"Sql, Flask, Fastapi, Pandas, Power Bi",Senior,2025-08-12,Mid,94926-180475,94926,180475,137700.5,2025
676,Education,Nlp Engineer,"Gcp, Excel, Numpy, Azure, R, Pandas",Mid,2024-01-26,Large,80350-124373,80350,124373,102361.5,2024
677,Retail,Ml Engineer,"Python, Mlflow, Reinforcement Learning, Power Bi, Flask",Mid,2025-07-31,Large,141317-189797,141317,189797,165557.0,2025
678,Tech,Data Scientist,"Flask, Gcp, Mlflow, Keras, Cuda, Aws",Mid,2024-01-25,Large,144921-242601,144921,242601,193761.0,2024
679,Automotive,Ai Researcher,"Tensorflow, C++, Aws, Gcp",Entry,2024-06-30,Large,78021-138369,78021,138369,108195.0,2024
680,Education,Ai Product Manager,"Azure, Langchain, C++, Numpy, Mlflow",Senior,2025-03-15,Large,69902-164688,69902,164688,117295.0,2025
681,Retail,Computer Vision Engineer,"Scikit-Learn, C++, Langchain, Cuda, Excel, Flask",Entry,2025-02-08,Startup,149757-220531,149757,220531,185144.0,2025
682,Healthcare,Ai Researcher,"Excel, Aws, Flask, Numpy",Entry,2025-05-09,Mid,115186-147382,115186,147382,131284.0,2025
683,Healthcare,Ai Product Manager,"Fastapi, Keras, Mlflow",Mid,2023-10-18,Large,48248-92417,48248,92417,70332.5,2023
684,Healthcare,Computer Vision Engineer,"Keras, Pytorch, Tensorflow, Scikit-Learn, Azure",Mid,2024-02-09,Large,111819-139639,111819,139639,125729.0,2024
685,Retail,Quant Researcher,"Excel, Cuda, Reinforcement Learning",Mid,2024-10-13,Startup,129844-163112,129844,163112,146478.0,2024
686,Automotive,Ai Researcher,"Hugging Face, Gcp, Azure",Entry,2024-09-10,Mid,121208-201513,121208,201513,161360.5,2024
687,Healthcare,Quant Researcher,"Langchain, Aws, Numpy, Flask, Gcp, Excel",Senior,2025-01-12,Startup,107216-196778,107216,196778,151997.0,2025
688,Retail,Ai Researcher,"Sql, Numpy, Excel, Pandas, Python",Mid,2025-07-11,Startup,41764-136739,41764,136739,89251.5,2025
689,Tech,Data Analyst,"Reinforcement Learning, Flask, Cuda",Senior,2024-01-15,Large,147895-196134,147895,196134,172014.5,2024
690,Retail,Nlp Engineer,"C++, Gcp, Pandas, Mlflow, Tensorflow",Senior,2025-06-29,Large,47192-145078,47192,145078,96135.0,2025
691,Automotive,Ai Product Manager,"Reinforcement Learning, C++, Pytorch, Aws, Azure",Mid,2024-07-28,Large,48979-87015,48979,87015,67997.0,2024
692,Automotive,Computer Vision Engineer,"Langchain, Pytorch, Gcp, Aws, C++, Azure",Mid,2025-03-16,Startup,70473-136805,70473,136805,103639.0,2025
693,Retail,Computer Vision Engineer,"Hugging Face, Flask, Langchain, Tensorflow, Pandas, Fastapi",Entry,2024-09-02,Mid,101941-151649,101941,151649,126795.0,2024
694,Tech,Computer Vision Engineer,"Pytorch, C++, Python, Tensorflow, Power Bi",Mid,2025-03-24,Large,79422-131027,79422,131027,105224.5,2025
695,Automotive,Nlp Engineer,"Fastapi, Excel, Tensorflow",Senior,2024-01-19,Large,104607-198261,104607,198261,151434.0,2024
696,Education,Data Analyst,"Power Bi, Tensorflow, Keras",Entry,2023-11-25,Large,142297-230635,142297,230635,186466.0,2023
697,Healthcare,Data Analyst,"Pandas, Tensorflow, Keras, Python, Excel",Mid,2024-11-11,Mid,129959-183290,129959,183290,156624.5,2024
698,Automotive,Nlp Engineer,"Mlflow, C++, Excel",Senior,2025-02-19,Startup,78350-92888,78350,92888,85619.0,2025
699,Education,Ai Product Manager,"Azure, Flask, Keras, Scikit-Learn, Reinforcement Learning, Gcp",Mid,2024-06-11,Startup,76271-164679,76271,164679,120475.0,2024
700,Tech,Quant Researcher,"Numpy, Pytorch, R, Flask, Python, Keras",Senior,2024-04-18,Startup,55587-97947,55587,97947,76767.0,2024
701,Healthcare,Quant Researcher,"Cuda, Excel, Azure, Numpy",Senior,2024-01-07,Mid,127145-147633,127145,147633,137389.0,2024
702,Tech,Data Analyst,"Numpy, Pandas, Excel",Mid,2024-07-21,Mid,143724-226912,143724,226912,185318.0,2024
703,E-Commerce,Nlp Engineer,"Numpy, Aws, Reinforcement Learning, Scikit-Learn, Mlflow",Entry,2024-12-26,Mid,89162-143952,89162,143952,116557.0,2024
704,Education,Quant Researcher,"Flask, Keras, Fastapi, Azure, Tensorflow",Mid,2024-04-25,Mid,91063-117193,91063,117193,104128.0,2024
705,Automotive,Quant Researcher,"Sql, Excel, Gcp, Keras, Fastapi, Mlflow",Mid,2024-12-16,Startup,141577-165447,141577,165447,153512.0,2024
706,Healthcare,Quant Researcher,"Hugging Face, Mlflow, Reinforcement Learning",Entry,2023-10-06,Large,54193-88474,54193,88474,71333.5,2023
707,Tech,Ml Engineer,"Fastapi, Reinforcement Learning, Pytorch",Senior,2025-04-13,Startup,112652-183753,112652,183753,148202.5,2025
708,Tech,Quant Researcher,"Cuda, Numpy, Flask, Langchain, Power Bi, Azure",Senior,2025-02-09,Startup,92645-120926,92645,120926,106785.5,2025
709,E-Commerce,Data Analyst,"Power Bi, Pandas, Cuda",Mid,2025-01-14,Large,64523-119477,64523,119477,92000.0,2025
710,Education,Computer Vision Engineer,"Hugging Face, Flask, Power Bi, Pandas, Excel",Senior,2024-11-02,Startup,118063-139054,118063,139054,128558.5,2024
711,Automotive,Computer Vision Engineer,"R, Pytorch, Flask, Gcp, Hugging Face",Senior,2024-08-27,Mid,136125-171741,136125,171741,153933.0,2024
712,Retail,Nlp Engineer,"Pytorch, Scikit-Learn, C++, Azure",Senior,2023-12-21,Mid,89832-168332,89832,168332,129082.0,2023
713,Automotive,Quant Researcher,"Pytorch, Mlflow, Scikit-Learn",Entry,2024-04-10,Startup,58051-72433,58051,72433,65242.0,2024
714,Education,Ai Researcher,"Azure, Reinforcement Learning, Sql, Langchain",Entry,2024-03-13,Startup,118098-180405,118098,180405,149251.5,2024
715,E-Commerce,Nlp Engineer,"R, C++, Keras",Mid,2025-05-01,Startup,130644-162308,130644,162308,146476.0,2025
716,Finance,Nlp Engineer,"C++, Pandas, Fastapi, Mlflow, Excel",Entry,2024-10-08,Large,44826-136391,44826,136391,90608.5,2024
717,Retail,Data Scientist,"Aws, Flask, Keras, Hugging Face, Numpy, Scikit-Learn",Senior,2023-10-30,Large,143864-189293,143864,189293,166578.5,2023
718,Retail,Ai Researcher,"Aws, Hugging Face, Gcp, Power Bi, Keras",Mid,2024-09-15,Large,119984-170149,119984,170149,145066.5,2024
719,E-Commerce,Data Analyst,"Gcp, R, Reinforcement Learning, Pytorch, Hugging Face, Excel",Senior,2024-07-30,Startup,84432-151643,84432,151643,118037.5,2024
720,Tech,Nlp Engineer,"Pytorch, Gcp, Keras, Numpy, Flask",Entry,2025-05-05,Startup,78737-137073,78737,137073,107905.0,2025
721,Automotive,Data Analyst,"Tensorflow, Mlflow, C++, Flask, Sql, Gcp",Entry,2024-09-26,Mid,125708-211610,125708,211610,168659.0,2024
722,Healthcare,Ml Engineer,"C++, Pandas, Flask, Hugging Face, Excel",Mid,2024-02-17,Large,66588-150410,66588,150410,108499.0,2024
723,Education,Data Analyst,"R, Cuda, Pandas, Tensorflow, Azure, Pytorch",Senior,2023-12-04,Large,54873-128753,54873,128753,91813.0,2023
724,Automotive,Computer Vision Engineer,"Scikit-Learn, Tensorflow, Pytorch, Python",Senior,2025-06-21,Mid,148303-168698,148303,168698,158500.5,2025
725,Tech,Ai Researcher,"Tensorflow, Gcp, Python",Mid,2024-01-24,Mid,41869-122449,41869,122449,82159.0,2024
726,Retail,Data Analyst,"Fastapi, Hugging Face, R, Keras, Numpy, Pytorch",Entry,2024-11-11,Large,108841-170869,108841,170869,139855.0,2024
727,Healthcare,Ml Engineer,"Keras, Scikit-Learn, R, Flask, Python, Fastapi",Mid,2024-09-08,Large,114726-168511,114726,168511,141618.5,2024
728,Healthcare,Quant Researcher,"Azure, Pytorch, Cuda, Tensorflow, Flask",Senior,2025-01-20,Mid,80878-167444,80878,167444,124161.0,2025
729,Automotive,Nlp Engineer,"Pandas, Azure, Power Bi",Mid,2025-09-11,Mid,58935-111154,58935,111154,85044.5,2025
